review_id,rating,sentiment,split,text,tokens,happiness_score
11590,10,pos,train,"oh, the sixties. there were some interesting films. i was more of a movie goer then. i now enjoy renting movies and relaxing in my home rather than going to the theater. i also saw this short film, "" the legend of the boy and the eagle"". i have been searching for this film for years. it was truly inspiring. surprisingly, i was finally able to gather more information from your site. thank you........ i'm surprised to find out that this short film was an opening for a disney picture. i too did not remember the disney film. i did not even remember that it was an opening film for disney. i truly wish they would show this on tv sometime. i wonder if disey holds the rights to this film? is it available on dvd? this is a must see for all generations!!!","['oh', 'the', 'sixties', 'there', 'were', 'some', 'interesting', 'films', 'i', 'was', 'more', 'of', 'a', 'movie', 'goer', 'then', 'i', 'now', 'enjoy', 'renting', 'movies', 'and', 'relaxing', 'in', 'my', 'home', 'rather', 'than', 'going', 'to', 'the', 'theater', 'i', 'also', 'saw', 'this', 'short', 'film', 'the', 'legend', 'of', 'the', 'boy', 'and', 'the', 'eagle', 'i', 'have', 'been', 'searching', 'for', 'this', 'film', 'for', 'years', 'it', 'was', 'truly', 'inspiring', 'surprisingly', 'i', 'was', 'finally', 'able', 'to', 'gather', 'more', 'information', 'from', 'your', 'site', 'thank', 'you', 'i', 'm', 'surprised', 'to', 'find', 'out', 'that', 'this', 'short', 'film', 'was', 'an', 'opening', 'for', 'a', 'disney', 'picture', 'i', 'too', 'did', 'not', 'remember', 'the', 'disney', 'film', 'i', 'did', 'not', 'even', 'remember', 'that', 'it', 'was', 'an', 'opening', 'film', 'for', 'disney', 'i', 'truly', 'wish', 'they', 'would', 'show', 'this', 'on', 'tv', 'sometime', 'i', 'wonder', 'if', 'disey', 'holds', 'the', 'rights', 'to', 'this', 'film', 'is', 'it', 'available', 'on', 'dvd', 'this', 'is', 'a', 'must', 'see', 'for', 'all', 'generations']",5.682
9479,10,pos,train,"tian's remake is no good at all. i only click on his remake documentary to see wei wei, the original actress back in the classic 1948 film say a few words to the crew. we are going to meet wei wei this sunday (28/3/2010) after the showing of xiao cheng zhi chun in the hong kong film archiev. wei wei is almost 90 years old in silver hair, her cameo appearance in hong kong films is always a surprise to her fans. in this year's hong kong film festival, a special program is dedicated to fei mu, director of this epic movie and wei wei's still shot from the movie is being seen all around in hong kong. my son, who turns 21 this year, is surprised wei wei was so beautiful then.","['tian', 's', 'remake', 'is', 'no', 'good', 'at', 'all', 'i', 'only', 'click', 'on', 'his', 'remake', 'documentary', 'to', 'see', 'wei', 'wei', 'the', 'original', 'actress', 'back', 'in', 'the', 'classic', '1948', 'film', 'say', 'a', 'few', 'words', 'to', 'the', 'crew', 'we', 'are', 'going', 'to', 'meet', 'wei', 'wei', 'this', 'sunday', '28', '3', '2010', 'after', 'the', 'showing', 'of', 'xiao', 'cheng', 'zhi', 'chun', 'in', 'the', 'hong', 'kong', 'film', 'archiev', 'wei', 'wei', 'is', 'almost', '90', 'years', 'old', 'in', 'silver', 'hair', 'her', 'cameo', 'appearance', 'in', 'hong', 'kong', 'films', 'is', 'always', 'a', 'surprise', 'to', 'her', 'fans', 'in', 'this', 'year', 's', 'hong', 'kong', 'film', 'festival', 'a', 'special', 'program', 'is', 'dedicated', 'to', 'fei', 'mu', 'director', 'of', 'this', 'epic', 'movie', 'and', 'wei', 'wei', 's', 'still', 'shot', 'from', 'the', 'movie', 'is', 'being', 'seen', 'all', 'around', 'in', 'hong', 'kong', 'my', 'son', 'who', 'turns', '21', 'this', 'year', 'is', 'surprised', 'wei', 'wei', 'was', 'so', 'beautiful', 'then']",5.587321428571428
676,8,pos,train,"'the last wave' is far more than the sum of its parts. it's not merely a disaster film, not simply an exploration into australian aboriginal spirituality, and certainly more than a simple court drama. writer/director peter weir manages to take these elements to the next level to produce a truly effective and thought-provoking film with the same eerie atmosphere he gave to 'picnic at hanging rock' two years earlier, that you will continue to remember years later.<br /><br />when lawyer david burton (chamberlain) is called to defend chris lee (gulpilil) over the death of an aboriginal for which he may or may not be directly responsible, he finds himself not merely struggling to get the truth from lee, but making sense of what he hears when it does come. as with the aboriginal belief that there are two worlds - the everyday and the dreamtime, the truth exists on two completely different levels, with ramifications more disastrous than burton could ever have imagined.<br /><br />no doubt the reason why 'picnic at hanging rock' is better remembered is because of its enduring mystery. we are led along the same path but forced to find answers for ourselves. in 'the last wave', we can piece everything together by the end of the film. however, even with all the information, we have to choose how much of it we want to believe, because the film takes us beyond the borders of our normal realities.<br /><br />on the production side, weir uses his budget to great effect, progressively building a sense of doom in everything from soft lighting, to heavy rain, to good use of sound. the incidental music is unobtrusive, never trying to be grandiose. richard chamberlain manages to convey the bafflement the audience would doubtless feel as he tries to unravel the mystery. david gulpilil excellently portrays a man trapped between two worlds, wanting to do the right thing, but afraid because he already knows the ending.<br /><br />put all these things together, and you have a perfect example of why david weir is a familiar name in cinema thirty years on. strongly recommended.","['the', 'last', 'wave', 'is', 'far', 'more', 'than', 'the', 'sum', 'of', 'its', 'parts', 'it', 's', 'not', 'merely', 'a', 'disaster', 'film', 'not', 'simply', 'an', 'exploration', 'into', 'australian', 'aboriginal', 'spirituality', 'and', 'certainly', 'more', 'than', 'a', 'simple', 'court', 'drama', 'writer', 'director', 'peter', 'weir', 'manages', 'to', 'take', 'these', 'elements', 'to', 'the', 'next', 'level', 'to', 'produce', 'a', 'truly', 'effective', 'and', 'thought', 'provoking', 'film', 'with', 'the', 'same', 'eerie', 'atmosphere', 'he', 'gave', 'to', 'picnic', 'at', 'hanging', 'rock', 'two', 'years', 'earlier', 'that', 'you', 'will', 'continue', 'to', 'remember', 'years', 'later', 'br', 'br', 'when', 'lawyer', 'david', 'burton', 'chamberlain', 'is', 'called', 'to', 'defend', 'chris', 'lee', 'gulpilil', 'over', 'the', 'death', 'of', 'an', 'aboriginal', 'for', 'which', 'he', 'may', 'or', 'may', 'not', 'be', 'directly', 'responsible', 'he', 'finds', 'himself', 'not', 'merely', 'struggling', 'to', 'get', 'the', 'truth', 'from', 'lee', 'but', 'making', 'sense', 'of', 'what', 'he', 'hears', 'when', 'it', 'does', 'come', 'as', 'with', 'the', 'aboriginal', 'belief', 'that', 'there', 'are', 'two', 'worlds', 'the', 'everyday', 'and', 'the', 'dreamtime', 'the', 'truth', 'exists', 'on', 'two', 'completely', 'different', 'levels', 'with', 'ramifications', 'more', 'disastrous', 'than', 'burton', 'could', 'ever', 'have', 'imagined', 'br', 'br', 'no', 'doubt', 'the', 'reason', 'why', 'picnic', 'at', 'hanging', 'rock', 'is', 'better', 'remembered', 'is', 'because', 'of', 'its', 'enduring', 'mystery', 'we', 'are', 'led', 'along', 'the', 'same', 'path', 'but', 'forced', 'to', 'find', 'answers', 'for', 'ourselves', 'in', 'the', 'last', 'wave', 'we', 'can', 'piece', 'everything', 'together', 'by', 'the', 'end', 'of', 'the', 'film', 'however', 'even', 'with', 'all', 'the', 'information', 'we', 'have', 'to', 'choose', 'how', 'much', 'of', 'it', 'we', 'want', 'to', 'believe', 'because', 'the', 'film', 'takes', 'us', 'beyond', 'the', 'borders', 'of', 'our', 'normal', 'realities', 'br', 'br', 'on', 'the', 'production', 'side', 'weir', 'uses', 'his', 'budget', 'to', 'great', 'effect', 'progressively', 'building', 'a', 'sense', 'of', 'doom', 'in', 'everything', 'from', 'soft', 'lighting', 'to', 'heavy', 'rain', 'to', 'good', 'use', 'of', 'sound', 'the', 'incidental', 'music', 'is', 'unobtrusive', 'never', 'trying', 'to', 'be', 'grandiose', 'richard', 'chamberlain', 'manages', 'to', 'convey', 'the', 'bafflement', 'the', 'audience', 'would', 'doubtless', 'feel', 'as', 'he', 'tries', 'to', 'unravel', 'the', 'mystery', 'david', 'gulpilil', 'excellently', 'portrays', 'a', 'man', 'trapped', 'between', 'two', 'worlds', 'wanting', 'to', 'do', 'the', 'right', 'thing', 'but', 'afraid', 'because', 'he', 'already', 'knows', 'the', 'ending', 'br', 'br', 'put', 'all', 'these', 'things', 'together', 'and', 'you', 'have', 'a', 'perfect', 'example', 'of', 'why', 'david', 'weir', 'is', 'a', 'familiar', 'name', 'in', 'cinema', 'thirty', 'years', 'on', 'strongly', 'recommended']",5.372088607594937
3217,8,pos,train,"kurt russell is so believable and the action so non-stop that it takes thinking about it afterward to realize that there were honest-to-goodness important themes [overcoming fear of the stranger, learning to rise above early conditioning, the strength that love and friendship can bring, etc.] in the storyline. this is so very rare for a 'guy's action flick' that even i [who thinks most a/a is violent pap] liked the film and have recommended it to every guy i know.....it's a shame this one was overlooked because by rights it should have been one of the biggest action-adventure box office hits -- it has something for everyone without straining credulity or losing the nearly non-stop action moments. i'm afraid the answer to it not becoming a hit lies in the fact that adults did not go to see it. anyone under 20 probably has not only seen more violent action in their video games but probably would either not catch the multi-layered, multi-themed beauty or not care about it. this film could convert anyone who avoids a/a as mindless violence. if a guy takes his lady [or rents it or sees it in a cable listing] to see this film he'll be much more likely to get her to go with him to other action flicks.","['kurt', 'russell', 'is', 'so', 'believable', 'and', 'the', 'action', 'so', 'non', 'stop', 'that', 'it', 'takes', 'thinking', 'about', 'it', 'afterward', 'to', 'realize', 'that', 'there', 'were', 'honest', 'to', 'goodness', 'important', 'themes', 'overcoming', 'fear', 'of', 'the', 'stranger', 'learning', 'to', 'rise', 'above', 'early', 'conditioning', 'the', 'strength', 'that', 'love', 'and', 'friendship', 'can', 'bring', 'etc', 'in', 'the', 'storyline', 'this', 'is', 'so', 'very', 'rare', 'for', 'a', 'guy', 's', 'action', 'flick', 'that', 'even', 'i', 'who', 'thinks', 'most', 'a', 'a', 'is', 'violent', 'pap', 'liked', 'the', 'film', 'and', 'have', 'recommended', 'it', 'to', 'every', 'guy', 'i', 'know', 'it', 's', 'a', 'shame', 'this', 'one', 'was', 'overlooked', 'because', 'by', 'rights', 'it', 'should', 'have', 'been', 'one', 'of', 'the', 'biggest', 'action', 'adventure', 'box', 'office', 'hits', 'it', 'has', 'something', 'for', 'everyone', 'without', 'straining', 'credulity', 'or', 'losing', 'the', 'nearly', 'non', 'stop', 'action', 'moments', 'i', 'm', 'afraid', 'the', 'answer', 'to', 'it', 'not', 'becoming', 'a', 'hit', 'lies', 'in', 'the', 'fact', 'that', 'adults', 'did', 'not', 'go', 'to', 'see', 'it', 'anyone', 'under', '20', 'probably', 'has', 'not', 'only', 'seen', 'more', 'violent', 'action', 'in', 'their', 'video', 'games', 'but', 'probably', 'would', 'either', 'not', 'catch', 'the', 'multi', 'layered', 'multi', 'themed', 'beauty', 'or', 'not', 'care', 'about', 'it', 'this', 'film', 'could', 'convert', 'anyone', 'who', 'avoids', 'a', 'a', 'as', 'mindless', 'violence', 'if', 'a', 'guy', 'takes', 'his', 'lady', 'or', 'rents', 'it', 'or', 'sees', 'it', 'in', 'a', 'cable', 'listing', 'to', 'see', 'this', 'film', 'he', 'll', 'be', 'much', 'more', 'likely', 'to', 'get', 'her', 'to', 'go', 'with', 'him', 'to', 'other', 'action', 'flicks']",5.317142857142857
7840,8,pos,train,"born to boogie is a real 'find'--though a rock fan for nearly thirty years, i only first saw the film a few days ago, and rank it among the top rock films of all time; the music's terrific (the cream of t. rex) and the visuals consistently exciting and unusual, leaving this viewer craving any more past directorial efforts of ringo starr, who did a fine job here. if you love the music, you'll be in t. rextasy throughout, as marc bolan really is the star of the piece, front and center. even the fact that some songs are repeated doesn't matter a bit: different venues, costuming, musical arrangements, and bizarre visual concepts are all used to lend different textures and a great deal of upbeat humor to what could have ended up as 'only' a concert film in other hands. as rich and full packed as born to boogie is, the film's only about an hour long, but what is there is totally satisfying. therein lies my only criticism--the video package states something like 71 minutes, and at least one online source claims the film to be 67 minutes, but apparently it's more like 61 minutes of rocking fun.","['born', 'to', 'boogie', 'is', 'a', 'real', 'find', 'though', 'a', 'rock', 'fan', 'for', 'nearly', 'thirty', 'years', 'i', 'only', 'first', 'saw', 'the', 'film', 'a', 'few', 'days', 'ago', 'and', 'rank', 'it', 'among', 'the', 'top', 'rock', 'films', 'of', 'all', 'time', 'the', 'music', 's', 'terrific', 'the', 'cream', 'of', 't', 'rex', 'and', 'the', 'visuals', 'consistently', 'exciting', 'and', 'unusual', 'leaving', 'this', 'viewer', 'craving', 'any', 'more', 'past', 'directorial', 'efforts', 'of', 'ringo', 'starr', 'who', 'did', 'a', 'fine', 'job', 'here', 'if', 'you', 'love', 'the', 'music', 'you', 'll', 'be', 'in', 't', 'rextasy', 'throughout', 'as', 'marc', 'bolan', 'really', 'is', 'the', 'star', 'of', 'the', 'piece', 'front', 'and', 'center', 'even', 'the', 'fact', 'that', 'some', 'songs', 'are', 'repeated', 'doesn', 't', 'matter', 'a', 'bit', 'different', 'venues', 'costuming', 'musical', 'arrangements', 'and', 'bizarre', 'visual', 'concepts', 'are', 'all', 'used', 'to', 'lend', 'different', 'textures', 'and', 'a', 'great', 'deal', 'of', 'upbeat', 'humor', 'to', 'what', 'could', 'have', 'ended', 'up', 'as', 'only', 'a', 'concert', 'film', 'in', 'other', 'hands', 'as', 'rich', 'and', 'full', 'packed', 'as', 'born', 'to', 'boogie', 'is', 'the', 'film', 's', 'only', 'about', 'an', 'hour', 'long', 'but', 'what', 'is', 'there', 'is', 'totally', 'satisfying', 'therein', 'lies', 'my', 'only', 'criticism', 'the', 'video', 'package', 'states', 'something', 'like', '71', 'minutes', 'and', 'at', 'least', 'one', 'online', 'source', 'claims', 'the', 'film', 'to', 'be', '67', 'minutes', 'but', 'apparently', 'it', 's', 'more', 'like', '61', 'minutes', 'of', 'rocking', 'fun']",5.529629629629629
1247,8,pos,train,"i loved this movie. i totally disagree with some (negative) critiques that i've read over the years. this was a great vehicle for eddie murphy! he appeared to have a great time with his part as chandler jarrell and he should never care about what the critics say, if he had fun doing it  and most of his audience enjoyed it! and, it was fun to watch as it combined some great fantasy tension with mr. murphy's great comedic style. you have to keep in mind that 'golden child' is a 'fantasy' film  just an imaginative work of magic and wonder amidst the 'real' world. during the time this film was released, i was working in a video rental store. this was one of the most popular with all our customers. every single time, we put this one up on our monitor, all the copies we had went out fast with wait-list requests that kept it on the queue for months! everyone who rented it loved it! i was the resident film critic and all my regular customers would ask my opinion before they rented  this was one of my favorites and i knew the taste of my customers so i highly recommended this one to most of them. i really feel that this film is a sleeper  it may not have done too well at the box office  due to very poor marketing  but it hit a high in the video rental and purchase market later! (yes, i did buy this film for my own video library!). i adored the little boy who played the 'golden child'  j. l. reate - but after looking at his profile in imdb, i noticed that he never did any more films. that is sad, because he definitely had an on-screen aura and could have continued with a film career. i also adored victor wong, who played the old man (i loved him in his part as 'egg shen' in 'big trouble in little china' - 1986). at any rate, this was a great film. the only drawbacks that didn't seem to fit with the theme were some of the parts that got a bit more 'adult' in nature  such as 'chandler's rather sexual remarks about the serpent lady that was presented to him as a silhouette. it was funny, but it still was out of sync. ok, so there were a few suggestive gratuitous scenes  those were put in for the mind-set of the day perhaps. this was still an adventurous and escapist type of film which we do need today to get away from all the hard core reality and depressing fluff that we are hit with from hollywood. now that's entertainment!","['i', 'loved', 'this', 'movie', 'i', 'totally', 'disagree', 'with', 'some', 'negative', 'critiques', 'that', 'i', 've', 'read', 'over', 'the', 'years', 'this', 'was', 'a', 'great', 'vehicle', 'for', 'eddie', 'murphy', 'he', 'appeared', 'to', 'have', 'a', 'great', 'time', 'with', 'his', 'part', 'as', 'chandler', 'jarrell', 'and', 'he', 'should', 'never', 'care', 'about', 'what', 'the', 'critics', 'say', 'if', 'he', 'had', 'fun', 'doing', 'it', 'and', 'most', 'of', 'his', 'audience', 'enjoyed', 'it', 'and', 'it', 'was', 'fun', 'to', 'watch', 'as', 'it', 'combined', 'some', 'great', 'fantasy', 'tension', 'with', 'mr', 'murphy', 's', 'great', 'comedic', 'style', 'you', 'have', 'to', 'keep', 'in', 'mind', 'that', 'golden', 'child', 'is', 'a', 'fantasy', 'film', 'just', 'an', 'imaginative', 'work', 'of', 'magic', 'and', 'wonder', 'amidst', 'the', 'real', 'world', 'during', 'the', 'time', 'this', 'film', 'was', 'released', 'i', 'was', 'working', 'in', 'a', 'video', 'rental', 'store', 'this', 'was', 'one', 'of', 'the', 'most', 'popular', 'with', 'all', 'our', 'customers', 'every', 'single', 'time', 'we', 'put', 'this', 'one', 'up', 'on', 'our', 'monitor', 'all', 'the', 'copies', 'we', 'had', 'went', 'out', 'fast', 'with', 'wait', 'list', 'requests', 'that', 'kept', 'it', 'on', 'the', 'queue', 'for', 'months', 'everyone', 'who', 'rented', 'it', 'loved', 'it', 'i', 'was', 'the', 'resident', 'film', 'critic', 'and', 'all', 'my', 'regular', 'customers', 'would', 'ask', 'my', 'opinion', 'before', 'they', 'rented', 'this', 'was', 'one', 'of', 'my', 'favorites', 'and', 'i', 'knew', 'the', 'taste', 'of', 'my', 'customers', 'so', 'i', 'highly', 'recommended', 'this', 'one', 'to', 'most', 'of', 'them', 'i', 'really', 'feel', 'that', 'this', 'film', 'is', 'a', 'sleeper', 'it', 'may', 'not', 'have', 'done', 'too', 'well', 'at', 'the', 'box', 'office', 'due', 'to', 'very', 'poor', 'marketing', 'but', 'it', 'hit', 'a', 'high', 'in', 'the', 'video', 'rental', 'and', 'purchase', 'market', 'later', 'yes', 'i', 'did', 'buy', 'this', 'film', 'for', 'my', 'own', 'video', 'library', 'i', 'adored', 'the', 'little', 'boy', 'who', 'played', 'the', 'golden', 'child', 'j', 'l', 'reate', 'but', 'after', 'looking', 'at', 'his', 'profile', 'in', 'imdb', 'i', 'noticed', 'that', 'he', 'never', 'did', 'any', 'more', 'films', 'that', 'is', 'sad', 'because', 'he', 'definitely', 'had', 'an', 'on', 'screen', 'aura', 'and', 'could', 'have', 'continued', 'with', 'a', 'film', 'career', 'i', 'also', 'adored', 'victor', 'wong', 'who', 'played', 'the', 'old', 'man', 'i', 'loved', 'him', 'in', 'his', 'part', 'as', 'egg', 'shen', 'in', 'big', 'trouble', 'in', 'little', 'china', '1986', 'at', 'any', 'rate', 'this', 'was', 'a', 'great', 'film', 'the', 'only', 'drawbacks', 'that', 'didn', 't', 'seem', 'to', 'fit', 'with', 'the', 'theme', 'were', 'some', 'of', 'the', 'parts', 'that', 'got', 'a', 'bit', 'more', 'adult', 'in', 'nature', 'such', 'as', 'chandler', 's', 'rather', 'sexual', 'remarks', 'about', 'the', 'serpent', 'lady', 'that', 'was', 'presented', 'to', 'him', 'as', 'a', 'silhouette', 'it', 'was', 'funny', 'but', 'it', 'still', 'was', 'out', 'of', 'sync', 'ok', 'so', 'there', 'were', 'a', 'few', 'suggestive', 'gratuitous', 'scenes', 'those', 'were', 'put', 'in', 'for', 'the', 'mind', 'set', 'of', 'the', 'day', 'perhaps', 'this', 'was', 'still', 'an', 'adventurous', 'and', 'escapist', 'type', 'of', 'film', 'which', 'we', 'do', 'need', 'today', 'to', 'get', 'away', 'from', 'all', 'the', 'hard', 'core', 'reality', 'and', 'depressing', 'fluff', 'that', 'we', 'are', 'hit', 'with', 'from', 'hollywood', 'now', 'that', 's', 'entertainment']",5.483348837209303
1322,8,pos,train,"what a fascinating film. even if it wasn't based on real life, forbidden lies was a fascinating portrait of a con artist in her element. and it is the kind of film psychology students could study to learn about compulsive liars.<br /><br />the author of forbidden love, norma, was revealed as a fraud in the media but this move really does give her ample opportunity to clear her name.<br /><br />but the twists and turns she takes the documentary maker through are amazing. what a patient woman! i loved this movie. i have not read the book but simply heard good reviews and went to see it on boring rainy afternoon. the journey this film takes you on is clever, interesting and totally engrossing.","['what', 'a', 'fascinating', 'film', 'even', 'if', 'it', 'wasn', 't', 'based', 'on', 'real', 'life', 'forbidden', 'lies', 'was', 'a', 'fascinating', 'portrait', 'of', 'a', 'con', 'artist', 'in', 'her', 'element', 'and', 'it', 'is', 'the', 'kind', 'of', 'film', 'psychology', 'students', 'could', 'study', 'to', 'learn', 'about', 'compulsive', 'liars', 'br', 'br', 'the', 'author', 'of', 'forbidden', 'love', 'norma', 'was', 'revealed', 'as', 'a', 'fraud', 'in', 'the', 'media', 'but', 'this', 'move', 'really', 'does', 'give', 'her', 'ample', 'opportunity', 'to', 'clear', 'her', 'name', 'br', 'br', 'but', 'the', 'twists', 'and', 'turns', 'she', 'takes', 'the', 'documentary', 'maker', 'through', 'are', 'amazing', 'what', 'a', 'patient', 'woman', 'i', 'loved', 'this', 'movie', 'i', 'have', 'not', 'read', 'the', 'book', 'but', 'simply', 'heard', 'good', 'reviews', 'and', 'went', 'to', 'see', 'it', 'on', 'boring', 'rainy', 'afternoon', 'the', 'journey', 'this', 'film', 'takes', 'you', 'on', 'is', 'clever', 'interesting', 'and', 'totally', 'engrossing']",5.537565217391305
3762,8,pos,train,"alex winter and keanu reeves return as the two dopes from san dimas who get sent on another trip of a lifetime as someone from the future feels exactly the opposite the way it was presented in the first movie.<br /><br />the only difference is that their trip is ""somewhere"" between heaven and hell and ends up being both. when they meet the grim reaper, they get the chance of an after-lifetime to play him for a chance to return and stop two evil robots from ruining what future they were supposed to have. besides playing roles they have...er...perfected, they also play (and revive a couple of extra sales in the process) some classic games (i even have my original copy of battleship in the closet).<br /><br />the reason i liked this movie better than the original is because it deals with ""what it might be like"" instead of ""what was."" without spoiling the movie, i can't give you anymore information about this (i guess you'll just have to watch them both and decide for yourself! 8 out of 10 stars.","['alex', 'winter', 'and', 'keanu', 'reeves', 'return', 'as', 'the', 'two', 'dopes', 'from', 'san', 'dimas', 'who', 'get', 'sent', 'on', 'another', 'trip', 'of', 'a', 'lifetime', 'as', 'someone', 'from', 'the', 'future', 'feels', 'exactly', 'the', 'opposite', 'the', 'way', 'it', 'was', 'presented', 'in', 'the', 'first', 'movie', 'br', 'br', 'the', 'only', 'difference', 'is', 'that', 'their', 'trip', 'is', 'somewhere', 'between', 'heaven', 'and', 'hell', 'and', 'ends', 'up', 'being', 'both', 'when', 'they', 'meet', 'the', 'grim', 'reaper', 'they', 'get', 'the', 'chance', 'of', 'an', 'after', 'lifetime', 'to', 'play', 'him', 'for', 'a', 'chance', 'to', 'return', 'and', 'stop', 'two', 'evil', 'robots', 'from', 'ruining', 'what', 'future', 'they', 'were', 'supposed', 'to', 'have', 'besides', 'playing', 'roles', 'they', 'have', 'er', 'perfected', 'they', 'also', 'play', 'and', 'revive', 'a', 'couple', 'of', 'extra', 'sales', 'in', 'the', 'process', 'some', 'classic', 'games', 'i', 'even', 'have', 'my', 'original', 'copy', 'of', 'battleship', 'in', 'the', 'closet', 'br', 'br', 'the', 'reason', 'i', 'liked', 'this', 'movie', 'better', 'than', 'the', 'original', 'is', 'because', 'it', 'deals', 'with', 'what', 'it', 'might', 'be', 'like', 'instead', 'of', 'what', 'was', 'without', 'spoiling', 'the', 'movie', 'i', 'can', 't', 'give', 'you', 'anymore', 'information', 'about', 'this', 'i', 'guess', 'you', 'll', 'just', 'have', 'to', 'watch', 'them', 'both', 'and', 'decide', 'for', 'yourself', '8', 'out', 'of', '10', 'stars']",5.488941176470588
9257,7,pos,train,"is this your typical women in chains navy transport love story? maybe, hell, you know how the formula works by now, pretty woman is introduced in to a picture, someone has to fall in love with her.<br /><br />i think this film does follow some typical story lines, but that doesn't say anything about the content. there are great scenes with crispen glover, dennis hopper, and gary busey, although short. some things didn't make sense, such as the need to get in to random fights, but it is entertaining to watch, the fights were actually well done.<br /><br />this is definitely a comedy foremost, but it does have a lot of good feel to it. the humor is well balanced, you won't hurt your stomach on this, but you will keep a smile.<br /><br />there is a little bit of steamy action, so not one for the kids.","['is', 'this', 'your', 'typical', 'women', 'in', 'chains', 'navy', 'transport', 'love', 'story', 'maybe', 'hell', 'you', 'know', 'how', 'the', 'formula', 'works', 'by', 'now', 'pretty', 'woman', 'is', 'introduced', 'in', 'to', 'a', 'picture', 'someone', 'has', 'to', 'fall', 'in', 'love', 'with', 'her', 'br', 'br', 'i', 'think', 'this', 'film', 'does', 'follow', 'some', 'typical', 'story', 'lines', 'but', 'that', 'doesn', 't', 'say', 'anything', 'about', 'the', 'content', 'there', 'are', 'great', 'scenes', 'with', 'crispen', 'glover', 'dennis', 'hopper', 'and', 'gary', 'busey', 'although', 'short', 'some', 'things', 'didn', 't', 'make', 'sense', 'such', 'as', 'the', 'need', 'to', 'get', 'in', 'to', 'random', 'fights', 'but', 'it', 'is', 'entertaining', 'to', 'watch', 'the', 'fights', 'were', 'actually', 'well', 'done', 'br', 'br', 'this', 'is', 'definitely', 'a', 'comedy', 'foremost', 'but', 'it', 'does', 'have', 'a', 'lot', 'of', 'good', 'feel', 'to', 'it', 'the', 'humor', 'is', 'well', 'balanced', 'you', 'won', 't', 'hurt', 'your', 'stomach', 'on', 'this', 'but', 'you', 'will', 'keep', 'a', 'smile', 'br', 'br', 'there', 'is', 'a', 'little', 'bit', 'of', 'steamy', 'action', 'so', 'not', 'one', 'for', 'the', 'kids']",5.480774647887324
3951,10,pos,train,"i have seen this film only once, on tv, and it has not been repeated. this is strange when you consider the rubbish that is repeated over and over again. usually horror movies for me are a source of amusement, but this one really scared me.<br /><br />do not read the next bit if you have'nt seen the film yet<br /><br />the scariest bit is when the townsfolk pursue the preacher to where his wife lies almost dead (they'd been poisoning her). he asks who the hell are you people anyway. one by one they give their true identities. the girl who was pretending to be deaf in order to corrupt and seduce him says ""i am lilith, the witch who loved adam before eve"".","['i', 'have', 'seen', 'this', 'film', 'only', 'once', 'on', 'tv', 'and', 'it', 'has', 'not', 'been', 'repeated', 'this', 'is', 'strange', 'when', 'you', 'consider', 'the', 'rubbish', 'that', 'is', 'repeated', 'over', 'and', 'over', 'again', 'usually', 'horror', 'movies', 'for', 'me', 'are', 'a', 'source', 'of', 'amusement', 'but', 'this', 'one', 'really', 'scared', 'me', 'br', 'br', 'do', 'not', 'read', 'the', 'next', 'bit', 'if', 'you', 'have', 'nt', 'seen', 'the', 'film', 'yet', 'br', 'br', 'the', 'scariest', 'bit', 'is', 'when', 'the', 'townsfolk', 'pursue', 'the', 'preacher', 'to', 'where', 'his', 'wife', 'lies', 'almost', 'dead', 'they', 'd', 'been', 'poisoning', 'her', 'he', 'asks', 'who', 'the', 'hell', 'are', 'you', 'people', 'anyway', 'one', 'by', 'one', 'they', 'give', 'their', 'true', 'identities', 'the', 'girl', 'who', 'was', 'pretending', 'to', 'be', 'deaf', 'in', 'order', 'to', 'corrupt', 'and', 'seduce', 'him', 'says', 'i', 'am', 'lilith', 'the', 'witch', 'who', 'loved', 'adam', 'before', 'eve']",5.213189655172414
